"SUL"	"Reuse"	"Method"	"N"	"EQ_Resets"	"sd"	"se"	"ci"
"srv_100"	"srv_100f"	"∂L*M"	500	5100	0	0	0
"srv_100"	"srv_100f"	"DL*M+"	500	5100	0	0	0
"srv_100"	"srv_100f"	"DL*M"	500	5099.952	0.306404581452481	0.0137028294549024	0.0269223517697385
"srv_100"	"srv_100f"	"Adp"	500	5100	0	0	0
"srv_100"	"srv_100h"	"∂L*M"	500	5245.288	143.124891353846	6.40073972678941	12.5757214652857
"srv_100"	"srv_100h"	"DL*M+"	500	5194.016	117.339903912097	5.24760003241486	10.3101140158334
"srv_100"	"srv_100h"	"DL*M"	500	5193.894	117.191460614167	5.24096144631532	10.297070990609
"srv_100"	"srv_100h"	"Adp"	500	5100	0	0	0
"srv_100"	"srv_100m"	"∂L*M"	500	5240.508	141.61569102288	6.33324623615532	12.4431150205365
"srv_100"	"srv_100m"	"DL*M+"	500	5238.978	143.068622617103	6.39822331238214	12.5707773919398
"srv_100"	"srv_100m"	"DL*M"	500	5223.394	109.225542811216	4.88471477210385	9.59714267934417
"srv_100"	"srv_100m"	"Adp"	500	5100	0	0	0
"srv_100"	"srv_101"	"∂L*M"	500	5244.144	143.13863420196	6.40135432564116	12.5769289857134
"srv_100"	"srv_101"	"DL*M+"	500	5196.184	118.21168363701	5.28658720694109	10.3867132634967
"srv_100"	"srv_101"	"DL*M"	500	5196.184	118.21168363701	5.28658720694109	10.3867132634967
"srv_100"	"srv_101"	"Adp"	500	5100	0	0	0
"srv_100"	"srv_101h"	"∂L*M"	500	5258.06	141.014220633387	6.30634766260816	12.3902666025128
"srv_100"	"srv_101h"	"DL*M+"	500	5256.434	142.23667666385	6.36101755828055	12.4976781533425
"srv_100"	"srv_101h"	"DL*M"	500	5235.91	107.7941420213	4.82070058271787	9.47137212001728
"srv_100"	"srv_101h"	"Adp"	500	5100	0	0	0
"srv_100"	"srv_101k"	"∂L*M"	500	5249.588	141.556188720699	6.33058521230546	12.4378868287686
"srv_100"	"srv_101k"	"DL*M+"	500	5247.98	142.899251194623	6.3906487920999	12.5558955093186
"srv_100"	"srv_101k"	"DL*M"	500	5230.106	108.663288116865	4.85956997775909	9.54773996286467
"srv_100"	"srv_101k"	"Adp"	500	5100	0	0	0
"srv_100"	"srv_102"	"∂L*M"	500	5102.952	0.376802282264638	0.0168511103444159	0.0331078717644505
"srv_100"	"srv_102"	"DL*M+"	500	5100	0	0	0
"srv_100"	"srv_102"	"DL*M"	500	5117.502	2.84643643891825	0.127296507421073	0.250103189500264
"srv_100"	"srv_102"	"Adp"	500	5100	0	0	0
"srv_100"	"srv_110pre1"	"∂L*M"	500	5102.934	0.440490708333623	0.0196993433458203	0.0387038788546908
"srv_100"	"srv_110pre1"	"DL*M+"	500	5100	0	0	0
"srv_100"	"srv_110pre1"	"DL*M"	500	5569.154	1.02781165277845	0.0459651344735806	0.0903090506609452
"srv_100"	"srv_110pre1"	"Adp"	500	5100	0	0	0
"srv_100f"	"null"	"L*M"	73	5025	0	0	0
"srv_100f"	"srv_097"	"∂L*M"	500	5014.308	11.0066993627392	0.492234559659769	0.967107706623431
"srv_100f"	"srv_097"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_097"	"DL*M"	500	5133.542	119.506736027355	5.34450371052576	10.5005035203127
"srv_100f"	"srv_097"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_097c"	"∂L*M"	500	5025	0	0	0
"srv_100f"	"srv_097c"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_097c"	"DL*M"	500	5025	0	0	0
"srv_100f"	"srv_097c"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_097e"	"∂L*M"	500	5025	0	0	0
"srv_100f"	"srv_097e"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_097e"	"DL*M"	500	5025	0	0	0
"srv_100f"	"srv_097e"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_098f"	"∂L*M"	500	5025	0	0	0
"srv_100f"	"srv_098f"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_098f"	"DL*M"	500	5025	0	0	0
"srv_100f"	"srv_098f"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_098l"	"∂L*M"	500	5025	0	0	0
"srv_100f"	"srv_098l"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_098l"	"DL*M"	500	5025	0	0	0
"srv_100f"	"srv_098l"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_098m"	"∂L*M"	500	5025	0	0	0
"srv_100f"	"srv_098m"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_098m"	"DL*M"	500	5025	0	0	0
"srv_100f"	"srv_098m"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_098s"	"∂L*M"	500	5025	0	0	0
"srv_100f"	"srv_098s"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_098s"	"DL*M"	500	5025	0	0	0
"srv_100f"	"srv_098s"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_098u"	"∂L*M"	500	5013.736	11.0078448980078	0.492285789554395	0.9672083595031
"srv_100f"	"srv_098u"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_098u"	"DL*M"	500	5147.056	123.333771946719	5.51565395988639	10.8367674455064
"srv_100f"	"srv_098u"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_098za"	"∂L*M"	500	5013.232	10.5343305549276	0.471109584365423	0.925602846778741
"srv_100f"	"srv_098za"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_098za"	"DL*M"	500	5034.644	26.444278468649	1.18262408543667	2.32353629914735
"srv_100f"	"srv_098za"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_100"	"∂L*M"	500	5025	0	0	0
"srv_100f"	"srv_100"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_100"	"DL*M"	500	5025	0	0	0
"srv_100f"	"srv_100"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_100h"	"∂L*M"	500	5013.824	11.0096070272189	0.492364594368416	0.967363189637359
"srv_100f"	"srv_100h"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_100h"	"DL*M"	500	5136.714	120.66364670136	5.39624232874517	10.6021559041775
"srv_100f"	"srv_100h"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_100m"	"∂L*M"	500	5013.804	10.5165955310227	0.470316449984744	0.924044552350018
"srv_100f"	"srv_100m"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_100m"	"DL*M"	500	5035.76	33.500910764397	1.49820627554692	2.94356990332924
"srv_100f"	"srv_100m"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_101"	"∂L*M"	500	5013.912	11.0106641693815	0.492411871203166	0.967456075824105
"srv_100f"	"srv_101"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_101"	"DL*M"	500	5138.492	120.086900465149	5.37044945294649	10.5514798830177
"srv_100f"	"srv_101"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_101h"	"∂L*M"	500	5012.5	10.471164719417	0.468284722324276	0.920052757301014
"srv_100f"	"srv_101h"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_101h"	"DL*M"	500	5036.438	31.7561184359209	1.42017679048507	2.79026308066457
"srv_100f"	"srv_101h"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_101k"	"∂L*M"	500	5013.124	10.5058731546446	0.469836930735512	0.923102426787507
"srv_100f"	"srv_101k"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_101k"	"DL*M"	500	5035.464	30.1547229905578	1.34856020899126	2.64955587812163
"srv_100f"	"srv_101k"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_102"	"∂L*M"	500	5024.016	0.125600760754879	0.00561703678147195	0.0110359572548168
"srv_100f"	"srv_102"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_102"	"DL*M"	500	5023.456	1.34896382709605	0.0603274963315009	0.118527205127202
"srv_100f"	"srv_102"	"Adp"	500	5025	0	0	0
"srv_100f"	"srv_110pre1"	"∂L*M"	500	5024.022	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_100f"	"srv_110pre1"	"DL*M+"	500	5025	0	0	0
"srv_100f"	"srv_110pre1"	"DL*M"	500	5506.088	0.58732094444483	0.0262657911277603	0.0516051718062544
"srv_100f"	"srv_110pre1"	"Adp"	500	5025	0	0	0
"srv_100h"	"null"	"L*M"	73	6077	0	0	0
"srv_100h"	"srv_097"	"∂L*M"	500	6254.39	182.611148518173	8.1666188307189	16.0451960417069
"srv_100h"	"srv_097"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_097"	"DL*M"	500	6237.246	163.581782246575	7.31559969967821	14.3731737426585
"srv_100h"	"srv_097"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_097c"	"∂L*M"	500	6077	0	0	0
"srv_100h"	"srv_097c"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_097c"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_097c"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_097e"	"∂L*M"	500	6077	0	0	0
"srv_100h"	"srv_097e"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_097e"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_097e"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_098f"	"∂L*M"	500	6077	0	0	0
"srv_100h"	"srv_098f"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_098f"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_098f"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_098l"	"∂L*M"	500	6097.44	84.0054774433249	3.75683916091199	7.38117231665732
"srv_100h"	"srv_098l"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_098l"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_098l"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_098m"	"∂L*M"	500	6077	0	0	0
"srv_100h"	"srv_098m"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_098m"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_098m"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_098s"	"∂L*M"	500	6085.03	53.5930361805907	2.39675344040813	4.70897192732072
"srv_100h"	"srv_098s"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_098s"	"DL*M"	500	6076.94	0.341516129242919	0.0152730656079954	0.0300074408905118
"srv_100h"	"srv_098s"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_098u"	"∂L*M"	500	6255.12	182.630153989676	8.16746878124338	16.0468659644833
"srv_100h"	"srv_098u"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_098u"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_098u"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_098za"	"∂L*M"	500	6255.896	181.14556747885	8.10107605410966	15.9164222221358
"srv_100h"	"srv_098za"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_098za"	"DL*M"	500	6093.392	3.06220348447988	0.136945903044675	0.269061640687223
"srv_100h"	"srv_098za"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_100"	"∂L*M"	500	6077	0	0	0
"srv_100h"	"srv_100"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_100"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_100"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_100f"	"∂L*M"	500	6084.3	51.151176777974	2.28755016809317	4.49441704861148
"srv_100h"	"srv_100f"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_100f"	"DL*M"	500	6076.952	0.306404581452481	0.0137028294549024	0.0269223517697385
"srv_100h"	"srv_100f"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_100m"	"∂L*M"	500	6266.008	181.172478234801	8.10227953970233	15.9187867456514
"srv_100h"	"srv_100m"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_100m"	"DL*M"	500	6093.52	2.73212903394335	0.122184524863963	0.240059527124095
"srv_100h"	"srv_100m"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_101"	"∂L*M"	500	6258.04	182.676928264739	8.16956059041617	16.0509758034454
"srv_100h"	"srv_101"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_101"	"DL*M"	500	6077	0	0	0
"srv_100h"	"srv_101"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_101h"	"∂L*M"	500	6243.534	180.426984227068	8.06894003414011	15.8532836391923
"srv_100h"	"srv_101h"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_101h"	"DL*M"	500	6093.392	3.06220348447988	0.136945903044675	0.269061640687223
"srv_100h"	"srv_101h"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_101k"	"∂L*M"	500	6254.418	181.128081864961	8.10029407368401	15.9148858422104
"srv_100h"	"srv_101k"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_101k"	"DL*M"	500	6093.616	2.45123665161985	0.109622635639219	0.215378814157908
"srv_100h"	"srv_101k"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_102"	"∂L*M"	500	6085.02	42.5815214846051	1.9043035324989	3.74144111966226
"srv_100h"	"srv_102"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_102"	"DL*M"	500	6093.532	2.67643468166335	0.119693797710745	0.235165922281236
"srv_100h"	"srv_102"	"Adp"	500	6077	0	0	0
"srv_100h"	"srv_110pre1"	"∂L*M"	500	6087.898	53.164278204015	2.37757880077776	4.67129894927733
"srv_100h"	"srv_110pre1"	"DL*M+"	500	6077	0	0	0
"srv_100h"	"srv_110pre1"	"DL*M"	500	6637.22	1.46830236111208	0.0656644778194009	0.129012929515636
"srv_100h"	"srv_110pre1"	"Adp"	500	6077	0	0	0
"srv_100m"	"null"	"L*M"	73	4075	0	0	0
"srv_100m"	"srv_097"	"∂L*M"	500	4075.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_100m"	"srv_097"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_097"	"DL*M"	500	4078.088	29.7330180224182	1.32970098948707	2.61250261527065
"srv_100m"	"srv_097"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_097c"	"∂L*M"	500	4075	0	0	0
"srv_100m"	"srv_097c"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_097c"	"DL*M"	500	4076	0	0	0
"srv_100m"	"srv_097c"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_097e"	"∂L*M"	500	4075	0	0	0
"srv_100m"	"srv_097e"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_097e"	"DL*M"	500	4076	0	0	0
"srv_100m"	"srv_097e"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_098f"	"∂L*M"	500	4075	0	0	0
"srv_100m"	"srv_098f"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_098f"	"DL*M"	500	4076	0	0	0
"srv_100m"	"srv_098f"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_098l"	"∂L*M"	500	4075.112	0.460303985990821	0.0205854200597917	0.0404447798173004
"srv_100m"	"srv_098l"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_098l"	"DL*M"	500	4075.944	0.230151992995411	0.0102927100298959	0.0202223899086502
"srv_100m"	"srv_098l"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_098m"	"∂L*M"	500	4075	0	0	0
"srv_100m"	"srv_098m"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_098m"	"DL*M"	500	4076	0	0	0
"srv_100m"	"srv_098m"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_098s"	"∂L*M"	500	4075.044	0.293660472222415	0.0131328955638802	0.0258025859031272
"srv_100m"	"srv_098s"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_098s"	"DL*M"	500	4075.978	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_100m"	"srv_098s"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_098u"	"∂L*M"	500	4075.976	1.00071317254617	0.0447532535958541	0.0879280326821
"srv_100m"	"srv_098u"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_098u"	"DL*M"	500	4075	0	0	0
"srv_100m"	"srv_098u"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_098za"	"∂L*M"	500	4075.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_100m"	"srv_098za"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_098za"	"DL*M"	500	4075	0	0	0
"srv_100m"	"srv_098za"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_100"	"∂L*M"	500	4075	0	0	0
"srv_100m"	"srv_100"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_100"	"DL*M"	500	4076	0	0	0
"srv_100m"	"srv_100"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_100f"	"∂L*M"	500	4075.04	0.280280420701227	0.0125345214690037	0.0246269427321177
"srv_100m"	"srv_100f"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_100f"	"DL*M"	500	4075.98	0.140140210350614	0.00626726073450183	0.0123134713660588
"srv_100m"	"srv_100f"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_100h"	"∂L*M"	500	4075.984	1.00087336611081	0.044760417669856	0.0879421081488508
"srv_100m"	"srv_100h"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_100h"	"DL*M"	500	4075	0	0	0
"srv_100m"	"srv_100h"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_101"	"∂L*M"	500	4075.992	1.00096946994377	0.0447647155639242	0.0879505523476459
"srv_100m"	"srv_101"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_101"	"DL*M"	500	4075	0	0	0
"srv_100m"	"srv_101"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_101h"	"∂L*M"	500	4075.904	0.996378210860794	0.0445593882156871	0.0875471396717909
"srv_100m"	"srv_101h"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_101h"	"DL*M"	500	4075	0	0	0
"srv_100m"	"srv_101h"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_101k"	"∂L*M"	500	4075.964	1.0003526432322	0.0447371302347757	0.0878963546407079
"srv_100m"	"srv_101k"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_101k"	"DL*M"	500	4075	0	0	0
"srv_100m"	"srv_101k"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_102"	"∂L*M"	500	4075.028	0.235216184193633	0.0105191875453015	0.0206673569395655
"srv_100m"	"srv_102"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_102"	"DL*M"	500	4075.958	0.35282427629045	0.0157787813179523	0.0310010354093483
"srv_100m"	"srv_102"	"Adp"	500	4075	0	0	0
"srv_100m"	"srv_110pre1"	"∂L*M"	500	4075	0	0	0
"srv_100m"	"srv_110pre1"	"DL*M+"	500	4075	0	0	0
"srv_100m"	"srv_110pre1"	"DL*M"	500	4511.978	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_100m"	"srv_110pre1"	"Adp"	500	4075	0	0	0
"srv_101"	"null"	"L*M"	73	7076	0	0	0
"srv_101"	"srv_097"	"∂L*M"	500	7291.298	221.634900804248	9.91181408769444	19.4740324560991
"srv_101"	"srv_097"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_097"	"DL*M"	500	7274.556	202.872268135289	9.07272364600143	17.825446803608
"srv_101"	"srv_097"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_097c"	"∂L*M"	500	7076	0	0	0
"srv_101"	"srv_097c"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_097c"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_097c"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_097e"	"∂L*M"	500	7076	0	0	0
"srv_101"	"srv_097e"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_097e"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_097e"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_098f"	"∂L*M"	500	7076	0	0	0
"srv_101"	"srv_098f"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_098f"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_098f"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_098l"	"∂L*M"	500	7100.808	101.957332896967	4.55967054324387	8.95851872953203
"srv_101"	"srv_098l"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_098l"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_098l"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_098m"	"∂L*M"	500	7076	0	0	0
"srv_101"	"srv_098m"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_098m"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_098m"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_098s"	"∂L*M"	500	7085.746	65.0457945972649	2.90893636739946	5.71527277754268
"srv_101"	"srv_098s"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_098s"	"DL*M"	500	7075.94	0.341516129242919	0.0152730656079954	0.0300074408905118
"srv_101"	"srv_098s"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_098u"	"∂L*M"	500	7292.184	221.657967718976	9.91284567148169	19.4760592390852
"srv_101"	"srv_098u"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_098u"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_098u"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_098za"	"∂L*M"	500	7292.804	220.169268057998	9.84626899868111	19.3452540932797
"srv_101"	"srv_098za"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_098za"	"DL*M"	500	7092.392	3.06220348447988	0.136945903044675	0.269061640687223
"srv_101"	"srv_098za"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_100"	"∂L*M"	500	7076	0	0	0
"srv_101"	"srv_100"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_100"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_100"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_100f"	"∂L*M"	500	7084.86	62.0821131853218	2.77639650538431	5.45486781516407
"srv_101"	"srv_100f"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_100f"	"DL*M"	500	7075.952	0.306404581452481	0.0137028294549024	0.0269223517697385
"srv_101"	"srv_100f"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_100h"	"∂L*M"	500	7293.956	221.693450593544	9.91443251387311	19.4791769549704
"srv_101"	"srv_100h"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_100h"	"DL*M"	500	7076	0	0	0
"srv_101"	"srv_100h"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_100m"	"∂L*M"	500	7305.1	220.196145936687	9.84747101395792	19.3476157280225
"srv_101"	"srv_100m"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_100m"	"DL*M"	500	7092.52	2.73212903394335	0.122184524863963	0.240059527124095
"srv_101"	"srv_100m"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_101h"	"∂L*M"	500	7277.79	219.28560886778	9.80675055831574	19.2676110520079
"srv_101"	"srv_101h"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_101h"	"DL*M"	500	7092.392	3.06220348447988	0.136945903044675	0.269061640687223
"srv_101"	"srv_101h"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_101k"	"∂L*M"	500	7291.014	220.141742014445	9.84503799659039	19.3428355072917
"srv_101"	"srv_101k"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_101k"	"DL*M"	500	7092.616	2.45123665161985	0.109622635639219	0.215378814157908
"srv_101"	"srv_101k"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_102"	"∂L*M"	500	7085.112	51.7546572309216	2.31453863441083	4.54744208160347
"srv_101"	"srv_102"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_102"	"DL*M"	500	7092.518	2.74896154559468	0.122937297669652	0.241538521980168
"srv_101"	"srv_102"	"Adp"	500	7076	0	0	0
"srv_101"	"srv_110pre1"	"∂L*M"	500	7088.614	64.6167133432719	2.88974727036347	5.67757139460956
"srv_101"	"srv_110pre1"	"DL*M+"	500	7076	0	0	0
"srv_101"	"srv_110pre1"	"DL*M"	500	7728.22	1.46830236111208	0.0656644778194009	0.129012929515636
"srv_101"	"srv_110pre1"	"Adp"	500	7076	0	0	0
"srv_101h"	"null"	"L*M"	73	4075	0	0	0
"srv_101h"	"srv_097"	"∂L*M"	500	4075.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101h"	"srv_097"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_097"	"DL*M"	500	4078.088	29.7330180224182	1.32970098948707	2.61250261527065
"srv_101h"	"srv_097"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_097c"	"∂L*M"	500	4075	0	0	0
"srv_101h"	"srv_097c"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_097c"	"DL*M"	500	4076	0	0	0
"srv_101h"	"srv_097c"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_097e"	"∂L*M"	500	4075	0	0	0
"srv_101h"	"srv_097e"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_097e"	"DL*M"	500	4076	0	0	0
"srv_101h"	"srv_097e"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_098f"	"∂L*M"	500	4075	0	0	0
"srv_101h"	"srv_098f"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_098f"	"DL*M"	500	4076	0	0	0
"srv_101h"	"srv_098f"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_098l"	"∂L*M"	500	4075.112	0.460303985990821	0.0205854200597917	0.0404447798173004
"srv_101h"	"srv_098l"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_098l"	"DL*M"	500	4075.944	0.230151992995411	0.0102927100298959	0.0202223899086502
"srv_101h"	"srv_098l"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_098m"	"∂L*M"	500	4075	0	0	0
"srv_101h"	"srv_098m"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_098m"	"DL*M"	500	4076	0	0	0
"srv_101h"	"srv_098m"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_098s"	"∂L*M"	500	4075.044	0.293660472222415	0.0131328955638802	0.0258025859031272
"srv_101h"	"srv_098s"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_098s"	"DL*M"	500	4075.978	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_101h"	"srv_098s"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_098u"	"∂L*M"	500	4075.976	1.00071317254617	0.0447532535958541	0.0879280326821
"srv_101h"	"srv_098u"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_098u"	"DL*M"	500	4075	0	0	0
"srv_101h"	"srv_098u"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_098za"	"∂L*M"	500	4075.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101h"	"srv_098za"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_098za"	"DL*M"	500	4075	0	0	0
"srv_101h"	"srv_098za"	"Adp"	500	4075	0	0	0
"srv_101h"	"srv_100"	"∂L*M"	500	4075	0	0	0
"srv_101h"	"srv_100"	"DL*M+"	500	4075	0	0	0
"srv_101h"	"srv_100"	"DL*M"	500	4076	0	0	0
