"SUL"	"Reuse"	"Method"	"N"	"MQ_Resets"	"sd"	"se"	"ci"
"srv_098za"	"srv_101k"	"∂L*M"	500	371.812	26.6547858971413	1.19203826383422	2.34203261213702
"srv_098za"	"srv_101k"	"DL*M+"	500	448	0	0	0
"srv_098za"	"srv_101k"	"DL*M"	500	420	0	0	0
"srv_098za"	"srv_101k"	"Adp"	500	448	0	0	0
"srv_098za"	"srv_102"	"∂L*M"	500	367.29	9.79253222485122	0.437935354532491	0.860424462402599
"srv_098za"	"srv_102"	"DL*M+"	500	448	0	0	0
"srv_098za"	"srv_102"	"DL*M"	500	392.574	4.82193177596948	0.215643344678681	0.423680817261093
"srv_098za"	"srv_102"	"Adp"	500	448	0	0	0
"srv_098za"	"srv_110pre1"	"∂L*M"	500	340.424	14.4292977398948	0.645297812279777	1.26783557772613
"srv_098za"	"srv_110pre1"	"DL*M+"	500	448	0	0	0
"srv_098za"	"srv_110pre1"	"DL*M"	500	364	0	0	0
"srv_098za"	"srv_110pre1"	"Adp"	500	448	0	0	0
"srv_100"	"null"	"L*M"	73	497	0	0	0
"srv_100"	"srv_097"	"∂L*M"	500	484.722	26.0262838473303	1.1639307976867	2.28680904729081
"srv_100"	"srv_097"	"DL*M+"	500	1104.92	105.10855920636	4.70059766804964	9.23540239362532
"srv_100"	"srv_097"	"DL*M"	500	1102.488	71.9784666084977	3.21897488505599	6.32441456552072
"srv_100"	"srv_097"	"Adp"	500	558	0	0	0
"srv_100"	"srv_097c"	"∂L*M"	500	520.686	16.8366966090564	0.752959962687806	1.47936256892972
"srv_100"	"srv_097c"	"DL*M+"	500	806.05	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100"	"srv_097c"	"DL*M"	500	792.28	14.0112179505179	0.626600715698464	1.23110084254669
"srv_100"	"srv_097c"	"Adp"	500	558	0	0	0
"srv_100"	"srv_097e"	"∂L*M"	500	520.2	15.8517682645889	0.708912628063894	1.39282147599946
"srv_100"	"srv_097e"	"DL*M+"	500	806.38	27.5134436077768	1.23043860404192	2.41747888916703
"srv_100"	"srv_097e"	"DL*M"	500	792.448	14.0068440185046	0.626405107512251	1.23071652539412
"srv_100"	"srv_097e"	"Adp"	500	558	0	0	0
"srv_100"	"srv_098f"	"∂L*M"	500	522.252	16.3736583993547	0.732252264426348	1.43867754553574
"srv_100"	"srv_098f"	"DL*M+"	500	804.95	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100"	"srv_098f"	"DL*M"	500	791.72	14.0112179505179	0.626600715698464	1.23110084254669
"srv_100"	"srv_098f"	"Adp"	500	558	0	0	0
"srv_100"	"srv_098l"	"∂L*M"	500	479.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_100"	"srv_098l"	"DL*M+"	500	546	0	0	0
"srv_100"	"srv_098l"	"DL*M"	500	546	0	0	0
"srv_100"	"srv_098l"	"Adp"	500	497	0	0	0
"srv_100"	"srv_098m"	"∂L*M"	500	479.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_100"	"srv_098m"	"DL*M+"	500	497	0	0	0
"srv_100"	"srv_098m"	"DL*M"	500	497	0	0	0
"srv_100"	"srv_098m"	"Adp"	500	497	0	0	0
"srv_100"	"srv_098s"	"∂L*M"	500	478.604	6.92814422228128	0.309836028778867	0.608743952128747
"srv_100"	"srv_098s"	"DL*M+"	500	498.47	8.36714516645151	0.374190107395888	0.73518230181754
"srv_100"	"srv_098s"	"DL*M"	500	499.43	13.8314032343382	0.618559157123814	1.21530135606573
"srv_100"	"srv_098s"	"Adp"	500	497	0	0	0
"srv_100"	"srv_098u"	"∂L*M"	500	450.86	18.3000049278879	0.81840110014677	1.60793669507502
"srv_100"	"srv_098u"	"DL*M+"	500	745.334	84.0987493562572	3.76101040766616	7.38936768775228
"srv_100"	"srv_098u"	"DL*M"	500	745.294	84.0421664134793	3.75847994153779	7.38439600657698
"srv_100"	"srv_098u"	"Adp"	500	497	0	0	0
"srv_100"	"srv_098za"	"∂L*M"	500	480.224	72.1235428613275	3.22546289232096	6.33716174408314
"srv_100"	"srv_098za"	"DL*M+"	500	635.15	87.1359446250018	3.89683790930323	7.65623197232307
"srv_100"	"srv_098za"	"DL*M"	500	606.934	95.3331130767153	4.26342642692419	8.37647920729159
"srv_100"	"srv_098za"	"Adp"	500	497	0	0	0
"srv_100"	"srv_100f"	"∂L*M"	500	478.898	7.25015347774803	0.324236720471022	0.637037414346876
"srv_100"	"srv_100f"	"DL*M+"	500	498.176	7.50691224558579	0.335719321645108	0.659597618358594
"srv_100"	"srv_100f"	"DL*M"	500	498.944	12.4093855488255	0.554964592923546	1.09035524667441
"srv_100"	"srv_100f"	"Adp"	500	497	0	0	0
"srv_100"	"srv_100h"	"∂L*M"	500	451.292	17.7417099667729	0.793433390455796	1.55888190201951
"srv_100"	"srv_100h"	"DL*M+"	500	750.326	78.539726899212	3.51240336561814	6.90092212543403
"srv_100"	"srv_100h"	"DL*M"	500	750.332	78.5123311862321	3.51117819208783	6.89851499098998
"srv_100"	"srv_100h"	"Adp"	500	497	0	0	0
"srv_100"	"srv_100m"	"∂L*M"	500	487.054	72.8483138972712	3.25787563841082	6.40084401896851
"srv_100"	"srv_100m"	"DL*M+"	500	630.55	87.4421853085974	3.91053340902314	7.68313992314705
"srv_100"	"srv_100m"	"DL*M"	500	599.246	96.3121672017726	4.30721105846979	8.46250415976278
"srv_100"	"srv_100m"	"Adp"	500	497	0	0	0
"srv_100"	"srv_101"	"∂L*M"	500	452.774	19.5254041395723	0.873202618884789	1.71560684961037
"srv_100"	"srv_101"	"DL*M+"	500	837.576	88.4205667095301	3.95428795543129	7.76910576646446
"srv_100"	"srv_101"	"DL*M"	500	837.576	88.4205667095301	3.95428795543129	7.76910576646446
"srv_100"	"srv_101"	"Adp"	500	497	0	0	0
"srv_100"	"srv_101h"	"∂L*M"	500	477.234	72.6661956895501	3.24973106456272	6.38484213535209
"srv_100"	"srv_101h"	"DL*M+"	500	641.66	87.6301231138808	3.91893824318626	7.6996531478537
"srv_100"	"srv_101h"	"DL*M"	500	610.788	95.7397265845949	4.28161073580796	8.41220645341032
"srv_100"	"srv_101h"	"Adp"	500	497	0	0	0
"srv_100"	"srv_101k"	"∂L*M"	500	472.3	62.419984852754	2.7915065857053	5.4845550340709
"srv_100"	"srv_101k"	"DL*M+"	500	636.618	88.1274586831363	3.94117976599594	7.7433517214182
"srv_100"	"srv_101k"	"DL*M"	500	568.672	82.6249974063103	3.69510221682507	7.25987592809998
"srv_100"	"srv_101k"	"Adp"	500	497	0	0	0
"srv_100"	"srv_102"	"∂L*M"	500	535.088	14.6865805174176	0.656803847879394	1.29044182404245
"srv_100"	"srv_102"	"DL*M+"	500	497.686	5.76279651274402	0.257720094859887	0.506350245019355
"srv_100"	"srv_102"	"DL*M"	500	437.4	21.1976101802705	0.94798594647253	1.86253585127786
"srv_100"	"srv_102"	"Adp"	500	497	0	0	0
"srv_100"	"srv_110pre1"	"∂L*M"	500	515.042	17.4792243124554	0.781694675132344	1.53581850301109
"srv_100"	"srv_110pre1"	"DL*M+"	500	498.078	7.19468156944917	0.321755941315064	0.632163354626617
"srv_100"	"srv_110pre1"	"DL*M"	500	416.872	22.0253000816646	0.985001364148674	1.93526113030587
"srv_100"	"srv_110pre1"	"Adp"	500	497	0	0	0
"srv_100f"	"null"	"L*M"	73	497	0	0	0
"srv_100f"	"srv_097"	"∂L*M"	500	465.916	43.0790500487907	1.92655368630423	3.7851566507976
"srv_100f"	"srv_097"	"DL*M+"	500	1104.92	105.10855920636	4.70059766804964	9.23540239362532
"srv_100f"	"srv_097"	"DL*M"	500	1097.208	71.98308039899	3.21918122003949	6.32481995792718
"srv_100f"	"srv_097"	"Adp"	500	558	0	0	0
"srv_100f"	"srv_097c"	"∂L*M"	500	520.686	16.8366966090564	0.752959962687806	1.47936256892972
"srv_100f"	"srv_097c"	"DL*M+"	500	806.05	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100f"	"srv_097c"	"DL*M"	500	792.28	14.0112179505179	0.626600715698464	1.23110084254669
"srv_100f"	"srv_097c"	"Adp"	500	558	0	0	0
"srv_100f"	"srv_097e"	"∂L*M"	500	520.2	15.8517682645889	0.708912628063894	1.39282147599946
"srv_100f"	"srv_097e"	"DL*M+"	500	806.38	27.5134436077768	1.23043860404192	2.41747888916703
"srv_100f"	"srv_097e"	"DL*M"	500	792.448	14.0068440185046	0.626405107512251	1.23071652539412
"srv_100f"	"srv_097e"	"Adp"	500	558	0	0	0
"srv_100f"	"srv_098f"	"∂L*M"	500	522.252	16.3736583993547	0.732252264426348	1.43867754553574
"srv_100f"	"srv_098f"	"DL*M+"	500	804.95	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100f"	"srv_098f"	"DL*M"	500	791.72	14.0112179505179	0.626600715698464	1.23110084254669
"srv_100f"	"srv_098f"	"Adp"	500	558	0	0	0
"srv_100f"	"srv_098l"	"∂L*M"	500	479.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_100f"	"srv_098l"	"DL*M+"	500	546	0	0	0
"srv_100f"	"srv_098l"	"DL*M"	500	546	0	0	0
"srv_100f"	"srv_098l"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_098m"	"∂L*M"	500	479.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_100f"	"srv_098m"	"DL*M+"	500	497	0	0	0
"srv_100f"	"srv_098m"	"DL*M"	500	497	0	0	0
"srv_100f"	"srv_098m"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_098s"	"∂L*M"	500	478.604	6.92814422228128	0.309836028778867	0.608743952128747
"srv_100f"	"srv_098s"	"DL*M+"	500	497	0	0	0
"srv_100f"	"srv_098s"	"DL*M"	500	497	0	0	0
"srv_100f"	"srv_098s"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_098u"	"∂L*M"	500	430.848	36.3679825713859	1.62642562468293	3.19548622707006
"srv_100f"	"srv_098u"	"DL*M+"	500	729.554	105.535143041708	4.71967507712844	9.27288433994633
"srv_100f"	"srv_098u"	"DL*M"	500	741.138	81.8137760031144	3.6588232927781	7.18859765975148
"srv_100f"	"srv_098u"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_098za"	"∂L*M"	500	447.346	84.9117795397624	3.79737022282769	7.46080488525103
"srv_100f"	"srv_098za"	"DL*M+"	500	644.882	99.2401798799519	4.43815576621759	8.71977507566918
"srv_100f"	"srv_098za"	"DL*M"	500	652.124	42.2198253348188	1.88812798893645	3.70966055380992
"srv_100f"	"srv_098za"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_100"	"∂L*M"	500	479.276	7.62759361586192	0.341116356596213	0.670201331551217
"srv_100f"	"srv_100"	"DL*M+"	500	497	0	0	0
"srv_100f"	"srv_100"	"DL*M"	500	497	0	0	0
"srv_100f"	"srv_100"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_100h"	"∂L*M"	500	431.738	35.2535243338295	1.57658553713772	3.09756394222058
"srv_100f"	"srv_100h"	"DL*M+"	500	730.73	103.551644052482	4.63097030566423	9.09860346832976
"srv_100f"	"srv_100h"	"DL*M"	500	746.286	76.447607401113	3.41884093732209	6.71709727266862
"srv_100f"	"srv_100h"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_100m"	"∂L*M"	500	454.938	85.8526149805467	3.83944566285239	7.54347173890629
"srv_100f"	"srv_100m"	"DL*M+"	500	639.786	97.8846003924416	4.37753240855804	8.60066658309511
"srv_100f"	"srv_100m"	"DL*M"	500	649.988	41.7114318033578	1.8653919390231	3.66499036831019
"srv_100f"	"srv_100m"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_101"	"∂L*M"	500	433.244	37.2646450612787	1.66652559028842	3.27427180807277
"srv_100f"	"srv_101"	"DL*M+"	500	824.908	107.876030757644	4.82436275833898	9.47856730409503
"srv_100f"	"srv_101"	"DL*M"	500	834.368	86.8554218492387	3.88429254938637	7.63158373497389
"srv_100f"	"srv_101"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_101h"	"∂L*M"	500	443.144	85.7024450185893	3.83272985799008	7.53027699970918
"srv_100f"	"srv_101h"	"DL*M+"	500	652.134	97.5872460169378	4.36423431661737	8.57453943101522
"srv_100f"	"srv_101h"	"DL*M"	500	655.202	41.5426139469713	1.85784217496917	3.65015712497843
"srv_100f"	"srv_101h"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_101k"	"∂L*M"	500	435.576	71.9811558506474	3.21909515162109	6.32465085677592
"srv_100f"	"srv_101k"	"DL*M+"	500	621.264	73.158859623992	3.27176366551222	6.42813023399746
"srv_100f"	"srv_101k"	"DL*M"	500	613.978	31.0773409132196	1.38982093683789	2.73062204281544
"srv_100f"	"srv_101k"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_102"	"∂L*M"	500	508.432	13.3317984420482	0.596216151574911	1.1714033963808
"srv_100f"	"srv_102"	"DL*M+"	500	497	0	0	0
"srv_100f"	"srv_102"	"DL*M"	500	534.624	4.89842966944029	0.219064434477406	0.430402332937857
"srv_100f"	"srv_102"	"Adp"	500	497	0	0	0
"srv_100f"	"srv_110pre1"	"∂L*M"	500	482.226	15.2946650030365	0.683998212797534	1.34387139206637
"srv_100f"	"srv_110pre1"	"DL*M+"	500	497	0	0	0
"srv_100f"	"srv_110pre1"	"DL*M"	500	521.726	12.7470741662391	0.57006648699884	1.12002638182372
"srv_100f"	"srv_110pre1"	"Adp"	500	497	0	0	0
"srv_100h"	"null"	"L*M"	73	595	0	0	0
"srv_100h"	"srv_097"	"∂L*M"	500	544.77	23.2611104317278	1.04026848314946	2.04384606336192
"srv_100h"	"srv_097"	"DL*M+"	500	1214.92	105.10855920636	4.70059766804964	9.23540239362532
"srv_100h"	"srv_097"	"DL*M"	500	1170.32	75.0442327813903	3.35608011637014	6.59378924314179
"srv_100h"	"srv_097"	"Adp"	500	668	0	0	0
"srv_100h"	"srv_097c"	"∂L*M"	500	576.686	16.8366966090564	0.752959962687806	1.47936256892972
"srv_100h"	"srv_097c"	"DL*M+"	500	916.05	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100h"	"srv_097c"	"DL*M"	500	848.28	14.0112179505179	0.626600715698464	1.23110084254669
"srv_100h"	"srv_097c"	"Adp"	500	668	0	0	0
"srv_100h"	"srv_097e"	"∂L*M"	500	576.2	15.8517682645889	0.708912628063894	1.39282147599946
"srv_100h"	"srv_097e"	"DL*M+"	500	916.38	27.5134436077768	1.23043860404192	2.41747888916703
"srv_100h"	"srv_097e"	"DL*M"	500	848.448	14.0068440185046	0.626405107512251	1.23071652539412
"srv_100h"	"srv_097e"	"Adp"	500	668	0	0	0
"srv_100h"	"srv_098f"	"∂L*M"	500	578.252	16.3736583993547	0.732252264426348	1.43867754553574
"srv_100h"	"srv_098f"	"DL*M+"	500	914.95	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100h"	"srv_098f"	"DL*M"	500	847.72	14.0112179505179	0.626600715698464	1.23110084254669
"srv_100h"	"srv_098f"	"Adp"	500	668	0	0	0
"srv_100h"	"srv_098l"	"∂L*M"	500	536.172	8.01091539907033	0.358259027886422	0.703882041675131
"srv_100h"	"srv_098l"	"DL*M+"	500	641.06	11.6485095849685	0.520937185370947	1.0235005989567
"srv_100h"	"srv_098l"	"DL*M"	500	600.32	6.65629119141055	0.297678391640541	0.584857485118115
"srv_100h"	"srv_098l"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_098m"	"∂L*M"	500	535.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_100h"	"srv_098m"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_098m"	"DL*M"	500	553	0	0	0
"srv_100h"	"srv_098m"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_098s"	"∂L*M"	500	534.824	7.00050270167452	0.313071998352303	0.615101756658019
"srv_100h"	"srv_098s"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_098s"	"DL*M"	500	554.77	10.0747258126661	0.450555435435865	0.885219506270099
"srv_100h"	"srv_098s"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_098u"	"∂L*M"	500	544.356	16.7853734400831	0.750664720794905	1.47485303972332
"srv_100h"	"srv_098u"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_098u"	"DL*M"	500	595	0	0	0
"srv_100h"	"srv_098u"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_098za"	"∂L*M"	500	581.846	77.8073663383682	3.4796512056564	6.83657299413888
"srv_100h"	"srv_098za"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_098za"	"DL*M"	500	539.448	37.5119926848785	1.67758731229726	3.29600509841848
"srv_100h"	"srv_098za"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_100"	"∂L*M"	500	535.276	7.62759361586192	0.341116356596213	0.670201331551217
"srv_100h"	"srv_100"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_100"	"DL*M"	500	553	0	0	0
"srv_100h"	"srv_100"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_100f"	"∂L*M"	500	535.098	7.30528098436474	0.326702097515523	0.641881213086073
"srv_100h"	"srv_100f"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_100f"	"DL*M"	500	554.416	9.03893515284819	0.40423346891962	0.794209377207286
"srv_100h"	"srv_100f"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_100m"	"∂L*M"	500	577.116	77.7361457799487	3.47646612545598	6.83031517345645
"srv_100h"	"srv_100m"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_100m"	"DL*M"	500	537.88	33.4685806658061	1.49676042958355	2.94072920727016
"srv_100h"	"srv_100m"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_101"	"∂L*M"	500	545.738	16.7419814803319	0.748724173361293	1.47104038914589
"srv_100h"	"srv_101"	"DL*M+"	500	693	0	0	0
"srv_100h"	"srv_101"	"DL*M"	500	693	0	0	0
"srv_100h"	"srv_101"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_101h"	"∂L*M"	500	584.582	77.2853240831484	3.45630476626043	6.7907035584827
"srv_100h"	"srv_101h"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_101h"	"DL*M"	500	539.448	37.5119926848785	1.67758731229726	3.29600509841848
"srv_100h"	"srv_101h"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_101k"	"∂L*M"	500	570.142	68.0019880353031	3.0411413570413	5.97501980632723
"srv_100h"	"srv_101k"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_101k"	"DL*M"	500	515.536	28.9552329472595	1.29491738348827	2.54416224224029
"srv_100h"	"srv_101k"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_102"	"∂L*M"	500	613.108	22.0132119191634	0.984460765087158	1.93419899944097
"srv_100h"	"srv_102"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_102"	"DL*M"	500	493.972	27.3044003148413	1.22108990377704	2.39911122298907
"srv_100h"	"srv_102"	"Adp"	500	595	0	0	0
"srv_100h"	"srv_110pre1"	"∂L*M"	500	592.006	26.7152648264901	1.19474296377882	2.34734661561199
"srv_100h"	"srv_110pre1"	"DL*M+"	500	595	0	0	0
"srv_100h"	"srv_110pre1"	"DL*M"	500	473.092	27.3104239166846	1.22135928744086	2.39964048899083
"srv_100h"	"srv_110pre1"	"Adp"	500	595	0	0	0
"srv_100m"	"null"	"L*M"	73	448	0	0	0
"srv_100m"	"srv_097"	"∂L*M"	500	383.798	43.4284383153369	1.94217880459499	3.81585577994112
"srv_100m"	"srv_097"	"DL*M+"	500	1119	98.3623418824562	4.39889765750493	8.64264351564684
"srv_100m"	"srv_097"	"DL*M"	500	1044.582	72.5849324642634	3.24609686264649	6.37770191203448
"srv_100m"	"srv_097"	"Adp"	500	503	0	0	0
"srv_100m"	"srv_097c"	"∂L*M"	500	422.012	21.2017661002932	0.948171804866126	1.86290101272632
"srv_100m"	"srv_097c"	"DL*M+"	500	861.05	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100m"	"srv_097c"	"DL*M"	500	809.71	10.5084134628884	0.469950536773848	0.92332563191002
"srv_100m"	"srv_097c"	"Adp"	500	503	0	0	0
"srv_100m"	"srv_097e"	"∂L*M"	500	421.4	19.9614859628157	0.892704790895274	1.75392334014746
"srv_100m"	"srv_097e"	"DL*M+"	500	861.38	27.5134436077768	1.23043860404192	2.41747888916703
"srv_100m"	"srv_097e"	"DL*M"	500	809.836	10.5051330138784	0.469803830634188	0.923037394045592
"srv_100m"	"srv_097e"	"Adp"	500	503	0	0	0
"srv_100m"	"srv_098f"	"∂L*M"	500	423.984	20.6186809473355	0.922095444092439	1.81166802030426
"srv_100m"	"srv_098f"	"DL*M+"	500	859.95	27.5220352599458	1.2308228344077	2.41823379785958
"srv_100m"	"srv_098f"	"DL*M"	500	809.29	10.5084134628884	0.469950536773848	0.92332563191002
"srv_100m"	"srv_098f"	"Adp"	500	503	0	0	0
"srv_100m"	"srv_098l"	"∂L*M"	500	394.072	16.2954564158111	0.728754965402774	1.43180629935505
"srv_100m"	"srv_098l"	"DL*M+"	500	592.256	11.2774476567751	0.504342791464898	0.990897105523859
"srv_100m"	"srv_098l"	"DL*M"	500	565.824	4.83319185290362	0.216146910627813	0.424670188081654
"srv_100m"	"srv_098l"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_098m"	"∂L*M"	500	396.816	10.5772349789347	0.47302832853773	0.929372659847858
"srv_100m"	"srv_098m"	"DL*M+"	500	546	0	0	0
"srv_100m"	"srv_098m"	"DL*M"	500	518	0	0	0
"srv_100m"	"srv_098m"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_098s"	"∂L*M"	500	394.394	12.0248058575523	0.537765666274491	1.05656400999357
"srv_100m"	"srv_098s"	"DL*M+"	500	544.922	7.19468156944917	0.321755941315064	0.632163354626617
"srv_100m"	"srv_098s"	"DL*M"	500	517.538	3.08343495833536	0.137895403420742	0.270927151982836
"srv_100m"	"srv_098s"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_098u"	"∂L*M"	500	384.496	39.1357790570829	1.750205246481	3.43867968802207
"srv_100m"	"srv_098u"	"DL*M+"	500	595	0	0	0
"srv_100m"	"srv_098u"	"DL*M"	500	595	0	0	0
"srv_100m"	"srv_098u"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_098za"	"∂L*M"	500	385.658	40.0278589858361	1.79010027372211	3.51706262059693
"srv_100m"	"srv_098za"	"DL*M+"	500	448	0	0	0
"srv_100m"	"srv_098za"	"DL*M"	500	448	0	0	0
"srv_100m"	"srv_098za"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_100"	"∂L*M"	500	396.368	10.1701248211492	0.454821808794951	0.893601775401623
"srv_100m"	"srv_100"	"DL*M+"	500	546	0	0	0
"srv_100m"	"srv_100"	"DL*M"	500	518	0	0	0
"srv_100m"	"srv_100"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_100f"	"∂L*M"	500	394.884	12.1733695356587	0.544409635939158	1.06961761246657
"srv_100m"	"srv_100f"	"DL*M+"	500	545.02	6.86687030718007	0.30709577599059	0.603360096936883
"srv_100m"	"srv_100f"	"DL*M"	500	517.58	2.94294441736289	0.131612475424538	0.258582898687236
"srv_100m"	"srv_100f"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_100h"	"∂L*M"	500	385.672	40.4801395674323	1.81032687622915	3.55680242102234
"srv_100m"	"srv_100h"	"DL*M+"	500	595	0	0	0
"srv_100m"	"srv_100h"	"DL*M"	500	595	0	0	0
"srv_100m"	"srv_100h"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_101"	"∂L*M"	500	385.406	40.1414478522056	1.79518012225589	3.52704314831303
"srv_100m"	"srv_101"	"DL*M+"	500	693	0	0	0
"srv_100m"	"srv_101"	"DL*M"	500	693	0	0	0
"srv_100m"	"srv_101"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_101h"	"∂L*M"	500	388.29	39.4271848578062	1.7632373100701	3.4642841663808
"srv_100m"	"srv_101h"	"DL*M+"	500	448	0	0	0
"srv_100m"	"srv_101h"	"DL*M"	500	448	0	0	0
"srv_100m"	"srv_101h"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_101k"	"∂L*M"	500	371.812	26.6547858971413	1.19203826383422	2.34203261213702
"srv_100m"	"srv_101k"	"DL*M+"	500	448	0	0	0
"srv_100m"	"srv_101k"	"DL*M"	500	420	0	0	0
"srv_100m"	"srv_101k"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_102"	"∂L*M"	500	367.29	9.79253222485122	0.437935354532491	0.860424462402599
"srv_100m"	"srv_102"	"DL*M+"	500	448	0	0	0
"srv_100m"	"srv_102"	"DL*M"	500	392.574	4.82193177596948	0.215643344678681	0.423680817261093
"srv_100m"	"srv_102"	"Adp"	500	448	0	0	0
"srv_100m"	"srv_110pre1"	"∂L*M"	500	340.424	14.4292977398948	0.645297812279777	1.26783557772613
"srv_100m"	"srv_110pre1"	"DL*M+"	500	448	0	0	0
"srv_100m"	"srv_110pre1"	"DL*M"	500	364	0	0	0
"srv_100m"	"srv_110pre1"	"Adp"	500	448	0	0	0
"srv_101"	"null"	"L*M"	73	693	0	0	0
"srv_101"	"srv_097"	"∂L*M"	500	606.518	19.8288689563519	0.886773978066764	1.74227089787084
"srv_101"	"srv_097"	"DL*M+"	500	1324.92	105.10855920636	4.70059766804964	9.23540239362532
"srv_101"	"srv_097"	"DL*M"	500	1238.788	79.353418237477	3.5487927485194	6.97241741554005
"srv_101"	"srv_097"	"Adp"	500	778	0	0	0
"srv_101"	"srv_097c"	"∂L*M"	500	632.902	16.9673857845197	0.758804560292993	1.49084562162313
"srv_101"	"srv_097c"	"DL*M+"	500	1025.61	27.9642969482091	1.25060137838371	2.45709328452019
"srv_101"	"srv_097c"	"DL*M"	500	904.056	14.2363693554519	0.636669792631706	1.25088385393755
"srv_101"	"srv_097c"	"Adp"	500	778	0	0	0
"srv_101"	"srv_097e"	"∂L*M"	500	632.2	15.8517682645889	0.708912628063894	1.39282147599946
"srv_101"	"srv_097e"	"DL*M+"	500	1026.38	27.5134436077768	1.23043860404192	2.41747888916703
"srv_101"	"srv_097e"	"DL*M"	500	904.448	14.0068440185046	0.626405107512251	1.23071652539412
"srv_101"	"srv_097e"	"Adp"	500	778	0	0	0
"srv_101"	"srv_098f"	"∂L*M"	500	634.36	16.5196912925394	0.738783053948589	1.45150877965644
"srv_101"	"srv_098f"	"DL*M+"	500	1024.73	27.9538895304349	1.25013594451144	2.45617883291179
"srv_101"	"srv_098f"	"DL*M"	500	903.608	14.231071033676	0.636432844478553	1.25041831493691
"srv_101"	"srv_098f"	"Adp"	500	778	0	0	0
"srv_101"	"srv_098l"	"∂L*M"	500	592.844	8.92473898396271	0.39912646099166	0.784175488631216
"srv_101"	"srv_098l"	"DL*M+"	500	739.06	11.6485095849685	0.520937185370947	1.0235005989567
"srv_101"	"srv_098l"	"DL*M"	500	656.32	6.65629119141055	0.297678391640541	0.584857485118115
"srv_101"	"srv_098l"	"Adp"	500	693	0	0	0
"srv_101"	"srv_098m"	"∂L*M"	500	591.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_101"	"srv_098m"	"DL*M+"	500	693	0	0	0
"srv_101"	"srv_098m"	"DL*M"	500	609	0	0	0
"srv_101"	"srv_098m"	"Adp"	500	693	0	0	0
"srv_101"	"srv_098s"	"∂L*M"	500	591.088	7.47717006254964	0.334389210783747	0.656984310456005
"srv_101"	"srv_098s"	"DL*M+"	500	693	0	0	0
"srv_101"	"srv_098s"	"DL*M"	500	610.71	9.73320968342319	0.435282369827869	0.855212065379587
"srv_101"	"srv_098s"	"Adp"	500	693	0	0	0
